"side_effect","predicted_drug","similarity_score"
"Pleural effusion 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99881288407353"
"Pancreatic carcinoma metastatic 5","BEVACIZUMAB {'activesubstancename': 'BEVACIZUMAB'} CRLX101 {'activesubstancename': 'INVESTIGATIONAL PRODUCT'}","0.99903892122147"
"Surgery 6 Investigation 6 Urinary tract infection 6 Drug dose omission 6 Intestinal obstruction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99583610768879"
"Hearing impaired 6 Epistaxis 6 Hypertension 6 Computerised tomogram abnormal 6 Inappropriate schedule of drug administration 6 Rash 6 Hip fracture 6 Haemorrhagic diathesis 6 Rash 6 Dry skin 3","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99683976070589"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Arthralgia 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99532810720648"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Febrile neutropenia 6 Hypophagia 6 Pleural effusion 6","ADVAIR BLOOD PRESSURE MEDICATION","0.9990804834376"
"Deep vein thrombosis 4 Pain in extremity 4 Swelling 4","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99873982879031"
"Haemorrhage 6 Drug interaction 6 Shock haemorrhagic 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99877008477282"
"Haemorrhage 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99835142059907"
"Electrocardiogram QT prolonged 1 Blood potassium decreased 1 Intentional product misuse 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99767863822004"
"Death 5 Pain 3 Pruritus 3 Mucosal inflammation 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99899597547465"
"Type 2 diabetes mellitus 6","PRIVATE LABEL","0.68101289932382"
"Drug interaction 5 Shock haemorrhagic 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99879101260337"
"Cardiac disorder 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99899339295238"
"Type 2 diabetes mellitus 6","PRIVATE LABEL","0.68101289932382"
"Liver disorder 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99797023791339"
"Bacterial infection 6 Gastrointestinal disorder 6 Diarrhoea 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99856516278938"
"Pulmonary hypertension 5 Pulmonary embolism 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99768066750997"
"Feeling abnormal 1","ADVAIR BLOOD PRESSURE MEDICATION","0.99876696789064"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Abscess 1 Necrosis 1 Haemorrhage 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99785040282718"
"Invasive ductal breast carcinoma 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99650661662518"
"Back disorder 6 Diabetic neuropathy 6 Neuralgia 6 Neuropathy peripheral 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99827514227657"
"Circulatory collapse 6 Palpitations 6 Dizziness 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99475643879769"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Hypotension 6 Pyrexia 6 Pulmonary oedema 6 Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99847241894868"
"Chest pain 3 Musculoskeletal pain 3 Pain in extremity 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99780342151085"
"Back disorder 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99747629131206"
"Fall 6 Back injury 6 Dizziness 6 Headache 6 Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99859437413363"
"Ataxia 6 Encephalitis 6","PAROXETIN THYROXIN ESOMEPRAZOLE FOLIO INFLUENZA","0.98942155496249"
"Asphyxia 5 Epilepsy 6 Metastases to central nervous system 6 Lung infection 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99771479512845"
"Pregnancy 6 Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99806185170912"
"Female sterilisation 6 Apathy 6 Depression 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99711044763419"
"Increased tendency to bruise 3","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99402341339974"
"Gastrointestinal haemorrhage 6 Drug interaction 6 Small intestinal haemorrhage 6 Gastric haemorrhage 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99879565600053"
"Gastrointestinal haemorrhage 6 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99787759159265"
"Fluid replacement 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.98999469240359"
"Nephrogenic systemic fibrosis 3","ADVAIR BLOOD PRESSURE MEDICATION","0.99840825303752"
"Non-small cell lung cancer 3 Disease progression 3 Off label use 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99864141663014"
"Ventricular extrasystoles 2","ADVAIR BLOOD PRESSURE MEDICATION","0.99703464346062"
"Urinary incontinence 1 Feeling hot 6 Hyperhidrosis 6 Dizziness 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99619501175761"
"Septic shock 5 Pancytopenia 5","ADVAIR BLOOD PRESSURE MEDICATION","0.99719706199055"
"Deep vein thrombosis","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99531614577571"
"Pulmonary embolism 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99855459580372"
"Pancreatic carcinoma stage IV 5 Pancreatitis acute 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99757185362263"
"Acute prerenal failure 1 Dehydration 1 Weight decreased 1 Urine sodium increased 1 Hyponatraemia 1 Hypochloraemia 1","ADVAIR BLOOD PRESSURE MEDICATION","0.99873143546214"
"Pulmonary embolism","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99855459580372"
"Muscle spasms 3 Muscle spasms 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9957985037194"
"Adenocarcinoma pancreas 6","ADVAIR BLOOD PRESSURE MEDICATION","0.97674609246576"
"Trisomy 21 3","CLOZAPINE TABLETS","0.87576977553367"
"Pancreatic carcinoma 5","AMPYRA COPAXONE ALL OTHER THERAPEUTIC PRODUCTS","0.99912506424161"
"Chest pain 6 Drug dose omission 6 Dyspnoea 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99934931918299"
"Hospitalisation 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9956129807087"
"Pancreatic carcinoma 5","AMPYRA COPAXONE ALL OTHER THERAPEUTIC PRODUCTS","0.99912506424161"
"Road traffic accident 6 Vertigo 3 Tinnitus 3","ADVAIR BLOOD PRESSURE MEDICATION","0.9986283569562"
"Pancreatic carcinoma 5","AMPYRA COPAXONE ALL OTHER THERAPEUTIC PRODUCTS","0.99912506424161"
"Cerebrovascular accident 5","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99552095217404"
"Pulmonary embolism 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99855459580372"
"Ataxia 1 Gait disturbance 1 Balance disorder 1 Status epilepticus 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99423576467126"
"Lymphoma 3 Myocardial infarction 6 Infection 6 Oesophageal pain 1 Hepatic pain 1 Oesophagitis 1 Abdominal pain upper 3 Vertigo 1 Off label use 1 Incorrect dose administered 1 Intentional drug misuse 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99894069043654"
"Diabetic retinal oedema 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99876511714789"
"Pulmonary embolism","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99855459580372"
"Diverticulitis 1 Cellulitis 1 Infection 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9949017741474"
"Cholecystectomy 1 Pancreatitis 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.98849524716191"
"Gastrointestinal haemorrhage 6 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99787759159265"
"Influenza 6 Diet refusal 6 Blood glucose fluctuation 6 Product solubility abnormal 6 Product colour issue 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99810272874472"
"Weight decreased 6 Transaminases increased 1 Malaise 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99832529587598"
"Transverse sinus thrombosis","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99656655877321"
"Pulmonary embolism","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99855459580372"
"Thyroid cancer 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99565697097424"
"Haemorrhage 6 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99798729325666"
"Pain Pain in extremity Peripheral swelling Deep vein thrombosis Thrombosis Abdominal pain Injury General physical health deterioration","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99937979373479"
"Deep vein thrombosis","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99531614577571"
"Pain in extremity Headache Deep vein thrombosis Product use issue Pain General physical health deterioration Injury Muscular weakness Dizziness Swelling","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99768036337868"
"Prostate cancer 2 Prostatic operation 6 Urinary retention 6 Dysuria 6 Drug administration error 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99385946918887"
"Pneumonia 3 Vomiting projectile 3 Pallor 3 Cyanosis 3 Oxygen saturation decreased 3 Heart rate decreased 3 Body temperature decreased 3 Increased bronchial secretion 3 Oxygen saturation abnormal 3 Pyrexia 3 Increased bronchial secretion 3 Wheezing 3 Cough 3 Dyspnoea 3","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99432248501791"
"Pulmonary embolism","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99855459580372"
"Deep vein thrombosis","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99531614577571"
"Rhabdomyolysis 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.96674947927285"
"Pain General physical health deterioration Emotional distress Anxiety Injury Pulmonary embolism","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99883801442686"
"Depression 6 Drug abuse 6 Bradyphrenia 6 Legal problem 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99428928010904"
"Heart rate irregular 3 Dyspnoea 3 Nausea 1 Vomiting 1 Dizziness 1 Headache 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99729273187983"
"Liver disorder 6 Decreased appetite 6 Insomnia 6 Drug effect incomplete 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99883430366517"
"Neoplasm malignant 5 Cataract 6 Malaise 6 Hiatus hernia 6 Abdominal discomfort 6 Hypertension 6 Food intolerance 6 Lactose intolerance 6 Gastric ulcer 6 Gastritis 6 Abdominal distension 6 Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99760620746304"
"Sepsis 5","ADVAIR BLOOD PRESSURE MEDICATION","0.99718405123281"
"Pilonidal cyst 2 Enterovesical fistula 2 Pneumaturia 2 Urinary tract infection 2 Dysuria 2 Micturition urgency 2","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99687686626301"
"Chest pain 1 Emotional distress Pulmonary embolism 1 Abdominal pain General physical health deterioration 1 Injury 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99932345154582"
"Fall 3 Head injury 6 Vertigo 3 Orthostatic hypotension 6 Executive dysfunction 6 Disturbance in attention 6 Memory impairment 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99540300528006"
"Post procedural sepsis 6 Post procedural complication 6 Intestinal obstruction 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99805953066898"
"Antibody test positive 3 Haemolytic anaemia 3","ADVAIR BLOOD PRESSURE MEDICATION","0.99770904433044"
"Renal failure 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99828852480574"
"Neoplasm malignant 6 Agitation 6 Intentional drug misuse 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99819579417141"
"Fluid overload 2 Dyspnoea 2 Suffocation feeling 2 Oedema 2 Hypotension 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9965648071384"
"Fatigue 6 Muscle spasms 6 Muscle injury 4 Nightmare 6 Pain 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99804335207769"
"Blindness unilateral 6 Eye haemorrhage 6 Nightmare 6 Visual acuity reduced 6 Disease progression 6 Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99872924834602"
"Splenomegaly 4","ADVAIR BLOOD PRESSURE MEDICATION","0.97279624825377"
"Haemorrhage 6 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99798729325666"
"Gastrointestinal haemorrhage 6 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99787759159265"
"Oral surgery 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99840695311276"
"Hospitalisation 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9956129807087"
"Diarrhoea haemorrhagic 6 Drug interaction 6 Melaena 6 Haematochezia 6 Rectal haemorrhage 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99872795731735"
"Anxiety Emotional distress Drooling General physical health deterioration Cerebrovascular accident Pain Abdominal pain Injury Memory impairment","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9986510931463"
"Eating disorder Dysgeusia Weight decreased Parenteral nutrition","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99876813361276"
"Migraine Abdominal pain Deformity Cerebral haemorrhage 5 Vomiting Headache 5 Injury 5 General physical health deterioration 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99904065432475"
"Investigation 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99660886360621"
"Pulmonary embolism 5 Abdominal pain Pain 5 Injury 5 General physical health deterioration 5 Anxiety Emotional distress Deformity Pain","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99937006997153"
"Anxiety Mobility decreased Pulmonary embolism 1 Chest pain 1 Injury 1 Pain 1 Emotional distress Dyspnoea 1 General physical health deterioration 1 Painful respiration 1 Abdominal pain Pain Musculoskeletal pain 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99942382153715"
"Cerebrovascular accident Abdominal pain Gait disturbance Visual field defect Pain General physical health deterioration Myalgia Emotional distress Depression Brain injury Injury Anhedonia Dysstasia","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99797186717866"
"Hospitalisation 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9956129807087"
"Thrombosis Gait disturbance 1 Deep vein thrombosis 1 Injury 1 Pain 1 Abdominal pain General physical health deterioration 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99863806375998"
"Pulmonary embolism 1 Thrombophlebitis superficial 1 Deep vein thrombosis 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99645106410269"
"Investigation 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99660886360621"
"Deep vein thrombosis 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99531614577571"
"General physical health deterioration Anxiety Pain Pulmonary embolism Dyspnoea Injury Abdominal pain Emotional distress","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99930775246947"
"Drug administered to patient of inappropriate age 6 Body height below normal 3 Failure to thrive 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99428538225513"
"Bronchial obstruction 6 Rhonchi 6 Wheezing 6 Somnolence 1 Confusional state 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99605462196234"
"Deep vein thrombosis","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99531614577571"
"Coma 1 Suicide attempt 1 Suicide attempt 1 Tachycardia 1 Oxygen saturation decreased 1 Electrocardiogram QT prolonged 1 Hypotension 1 Endotracheal intubation 1 Poisoning 1 Overdose 6 Overdose 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99694653795196"
"Neutropenia 2 Hypertransaminasaemia 2","AMPYRA COPAXONE ALL OTHER THERAPEUTIC PRODUCTS","0.99860124270774"
"Anaemia 1 International normalised ratio decreased 1 Rectal haemorrhage 1 Cardiac failure congestive 1 Herpes simplex 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99833978237832"
"Retinal vein thrombosis 2 Macular oedema 2 Retinal artery thrombosis 6 Incorrect drug administration duration 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99646060117109"
"Rectal haemorrhage 6 Drug interaction 6 Post procedural haemorrhage 6 Urogenital haemorrhage 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99877229761282"
"Death 5 Fracture 5 Blood glucose increased 5 Fall 5 Surgery 5 Blood pressure increased 5 Blood creatinine decreased 5 Mouth haemorrhage 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99694230381226"
"Investigation 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99660886360621"
"Hospitalisation 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9956129807087"
"Hospitalisation 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9956129807087"
"Hospitalisation 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9956129807087"
"Unresponsive to stimuli 6 Circulatory collapse 6 Liver function test abnormal 6 Hyponatraemia 1","ADVAIR BLOOD PRESSURE MEDICATION","0.99897204232782"
"Cerebrovascular accident","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99552095217404"
"Type 2 diabetes mellitus 3","PRIVATE LABEL","0.68101289932382"
"Arthritis 3 Type 2 diabetes mellitus 3","PRIVATE LABEL","0.72391906076879"
"Type 2 diabetes mellitus 3","PRIVATE LABEL","0.68101289932382"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Type 2 diabetes mellitus 3 Neuropathy peripheral 6 Pain 6 Pruritus 6","PRIVATE LABEL","0.88608668231235"
"Coeliac disease 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99661368309711"
"Hospitalisation 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9956129807087"
"Type 2 diabetes mellitus 3","PRIVATE LABEL","0.68101289932382"
"Type 2 diabetes mellitus 6","PRIVATE LABEL","0.68101289932382"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"International normalised ratio increased 1 Epistaxis 1 Asthenia 6 Dyspnoea 6 Filariasis 6 Pneumococcal infection 6 Pleural effusion 6 Purulent discharge 6 Benign oesophageal neoplasm 6 Cholestasis 6 Hepatocellular injury 6 Hypoalbuminaemia 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99490296971872"
"Neuropathy peripheral 3 Type 2 diabetes mellitus 3","PRIVATE LABEL","0.7903972526419"
"Type 2 diabetes mellitus 6","PRIVATE LABEL","0.68101289932382"
"Disease progression 5 Anal cancer 5 Interstitial lung disease 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9987291928687"
"Type 2 diabetes mellitus 3","PRIVATE LABEL","0.68101289932382"
"Type 2 diabetes mellitus 3","PRIVATE LABEL","0.68101289932382"
"Type 2 diabetes mellitus 3 Glucose tolerance impaired 3","PRIVATE LABEL","0.81520445056862"
"Chronic obstructive pulmonary disease 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99891932874134"
"Type 2 diabetes mellitus 3","PRIVATE LABEL","0.68101289932382"
"Necrotising fasciitis 6 Diarrhoea 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99708685226106"
"Type 2 diabetes mellitus 6","PRIVATE LABEL","0.68101289932382"
"Infection 2 Dyspnoea exertional 2 Cough 2 Pneumothorax 2 Dyspnoea 2 Fatigue 2 Migraine 2 Decreased appetite 2 Dysgeusia 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99873233302392"
"Type 2 diabetes mellitus 3 Weight increased 6","PRIVATE LABEL","0.86348456255359"
"Cardiac disorder 6 Visual acuity reduced 3 Eye swelling 3 Off label use 3 Limb injury 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99757815954973"
"Pneumonitis 5 Chest pain 3 Cough 3 Dyspnoea 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99934562212495"
"Type 2 diabetes mellitus 3","PRIVATE LABEL","0.68101289932382"
"Type 2 diabetes mellitus 6","PRIVATE LABEL","0.68101289932382"
"Type 2 diabetes mellitus 3","PRIVATE LABEL","0.68101289932382"
"Neuropathy peripheral 3 Type 2 diabetes mellitus 3","PRIVATE LABEL","0.7903972526419"
"Off label use 6 Pneumonia 6 Abdominal pain 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99925736524857"
"Second primary malignancy 5 Acute myeloid leukaemia 5","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99579983642852"
"Type 2 diabetes mellitus 3","PRIVATE LABEL","0.68101289932382"
"Acute myeloid leukaemia 6 Second primary malignancy 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99579983601408"
"Type 2 diabetes mellitus 3 Metabolic syndrome 6 Blood triglycerides increased 3","PRIVATE LABEL","0.93225387547596"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Cardiac arrest 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99841222745768"
"Gastrointestinal haemorrhage 6 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99787759159265"
"Spinal fracture 6 Hypertension 6 Hypoaesthesia 1 Gait disturbance 1 General physical health deterioration 6 Erythema 1 Burning sensation 1 Spinal disorder 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99430798990941"
"Road traffic accident 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99840713881511"
"Chillblains 6 Pain in extremity 2 Oedema peripheral 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99679641826978"
"Urinary tract infection 1 Blindness unilateral 3 Immunodeficiency 6 Convulsion 6 Vision blurred 3 Pharyngitis 1 Muscle twitching 6 Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99424640388384"
"Hepatitis acute 3 Renal failure 6 Septic shock 5 Blood creatine phosphokinase increased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99576236806037"
"Epistaxis 6 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99860913961767"
"Abdominal hernia repair 1 Blood glucose abnormal 6 Incorrect dose administered 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99418726573669"
"Hyponatraemia 1 Blood cortisol decreased 6 Hypotension 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99719989419875"
"Renal failure acute 4 Urine output decreased 1 Oedema peripheral 1 Dehydration 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9989846986102"
"Platelet count decreased 2 Febrile neutropenia 1 Anaemia 1 Stomatitis 1 Cytomegalovirus test positive 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99392648701911"
"Mobility decreased 3 Local swelling 3 Burning sensation 3 Conjunctivitis 3 Rash 3 Swelling face 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99600664624888"
"Loss of consciousness 6 Head injury 6 Fall 6 Asthenia 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99552327733575"
"Gastrointestinal haemorrhage 6 Drug interaction 6 Diverticulum intestinal haemorrhagic 6 Rectal haemorrhage 6 Melaena 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99876564786963"
"Intestinal obstruction 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99431334374573"
"Acute myocardial infarction 5","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99437090527143"
"Eye haemorrhage 6 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9987247112361"
"Fluid retention 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99453622525052"
"Headache 3 Chest pain 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99939535773017"
"Gastrointestinal haemorrhage 6 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99787759159265"
